hotel_url,-1,0,1,2,3,4,5,6,7,sentences_count,-1_pc,0_pc,1_pc,2_pc,3_pc,4_pc,5_pc,6_pc,7_pc
admiral-motel.en-gb,10.0,1.0,2.0,0.0,3.0,1.0,11.0,7.0,2.0,37,0.2702702702702703,0.02702702702702703,0.05405405405405406,0.0,0.08108108108108109,0.02702702702702703,0.2972972972972973,0.1891891891891892,0.05405405405405406
adria-and-conference-center.en-gb,34.0,2.0,7.0,6.0,13.0,9.0,19.0,7.0,11.0,108,0.3148148148148148,0.018518518518518517,0.06481481481481481,0.05555555555555555,0.12037037037037036,0.08333333333333333,0.17592592592592593,0.06481481481481481,0.10185185185185185
affinia-50.en-gb,39.0,13.0,10.0,4.0,5.0,5.0,16.0,14.0,4.0,110,0.35454545454545455,0.11818181818181818,0.09090909090909091,0.03636363636363636,0.045454545454545456,0.045454545454545456,0.14545454545454545,0.12727272727272726,0.03636363636363636
affinia-gardens.en-gb,32.0,3.0,3.0,4.0,3.0,5.0,7.0,14.0,1.0,72,0.4444444444444444,0.041666666666666664,0.041666666666666664,0.05555555555555555,0.041666666666666664,0.06944444444444445,0.09722222222222222,0.19444444444444445,0.013888888888888888
airtrain-plaza-jfk-airport-queens-county.en-gb,38.0,4.0,8.0,4.0,14.0,12.0,7.0,37.0,5.0,129,0.29457364341085274,0.031007751937984496,0.06201550387596899,0.031007751937984496,0.10852713178294573,0.09302325581395349,0.05426356589147287,0.2868217054263566,0.03875968992248062
airway-inn.en-gb,46.0,17.0,8.0,2.0,7.0,6.0,14.0,27.0,20.0,147,0.3129251700680272,0.11564625850340136,0.05442176870748299,0.013605442176870748,0.047619047619047616,0.04081632653061224,0.09523809523809523,0.1836734693877551,0.1360544217687075
akwesasne-mohawk-casino-resort.en-gb,8.0,4.0,7.0,1.0,2.0,1.0,1.0,4.0,1.0,29,0.27586206896551724,0.13793103448275862,0.2413793103448276,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655
albany-89-state.en-gb,34.0,12.0,10.0,3.0,17.0,2.0,18.0,18.0,5.0,119,0.2857142857142857,0.10084033613445378,0.08403361344537816,0.025210084033613446,0.14285714285714285,0.01680672268907563,0.15126050420168066,0.15126050420168066,0.04201680672268908
albany-marriott.en-gb,10.0,2.0,4.0,3.0,3.0,0.0,5.0,2.0,3.0,32,0.3125,0.0625,0.125,0.09375,0.09375,0.0,0.15625,0.0625,0.09375
algonquin.en-gb,18.0,0.0,2.0,3.0,2.0,0.0,1.0,4.0,3.0,33,0.5454545454545454,0.0,0.06060606060606061,0.09090909090909091,0.06060606060606061,0.0,0.030303030303030304,0.12121212121212122,0.09090909090909091
allegria-spa.en-gb,39.0,2.0,11.0,5.0,14.0,5.0,8.0,25.0,4.0,113,0.34513274336283184,0.017699115044247787,0.09734513274336283,0.04424778761061947,0.12389380530973451,0.04424778761061947,0.07079646017699115,0.22123893805309736,0.035398230088495575
aloft-brooklyn.en-gb,113.0,15.0,26.0,3.0,37.0,13.0,22.0,61.0,22.0,312,0.36217948717948717,0.04807692307692308,0.08333333333333333,0.009615384615384616,0.11858974358974358,0.041666666666666664,0.07051282051282051,0.1955128205128205,0.07051282051282051
aloft-buffalo-airport.en-gb,14.0,2.0,4.0,4.0,5.0,1.0,2.0,2.0,1.0,35,0.4,0.05714285714285714,0.11428571428571428,0.11428571428571428,0.14285714285714285,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.02857142857142857
aloft-buffalo-downtown.en-gb,11.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,28,0.39285714285714285,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.10714285714285714,0.10714285714285714,0.03571428571428571
aloft-harlem.en-gb,45.0,8.0,11.0,15.0,15.0,6.0,8.0,20.0,1.0,129,0.3488372093023256,0.06201550387596899,0.08527131782945736,0.11627906976744186,0.11627906976744186,0.046511627906976744,0.06201550387596899,0.15503875968992248,0.007751937984496124
aloft-long-island-city-manhattan-view.en-gb,40.0,8.0,8.0,5.0,9.0,5.0,8.0,24.0,4.0,111,0.36036036036036034,0.07207207207207207,0.07207207207207207,0.04504504504504504,0.08108108108108109,0.04504504504504504,0.07207207207207207,0.21621621621621623,0.036036036036036036
aloft-manhattan-downtown-financial-district.en-gb,23.0,3.0,5.0,6.0,15.0,2.0,15.0,19.0,8.0,96,0.23958333333333334,0.03125,0.052083333333333336,0.0625,0.15625,0.020833333333333332,0.15625,0.19791666666666666,0.08333333333333333
aloft-syracuse-inner-harbor.en-gb,47.0,6.0,5.0,18.0,10.0,11.0,12.0,17.0,6.0,132,0.3560606060606061,0.045454545454545456,0.03787878787878788,0.13636363636363635,0.07575757575757576,0.08333333333333333,0.09090909090909091,0.12878787878787878,0.045454545454545456
alpine-motor-inn.en-gb,31.0,6.0,7.0,1.0,8.0,2.0,16.0,21.0,3.0,95,0.3263157894736842,0.06315789473684211,0.07368421052631578,0.010526315789473684,0.08421052631578947,0.021052631578947368,0.16842105263157894,0.22105263157894736,0.031578947368421054
amber-lantern-motel.en-gb,3.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,4.0,16,0.1875,0.0,0.0,0.0,0.125,0.0,0.25,0.1875,0.25
america-39-s-best-value-inn-new-paltz-ny.en-gb,46.0,6.0,5.0,32.0,3.0,3.0,8.0,10.0,3.0,116,0.39655172413793105,0.05172413793103448,0.04310344827586207,0.27586206896551724,0.02586206896551724,0.02586206896551724,0.06896551724137931,0.08620689655172414,0.02586206896551724
america-best-value-inn-geneva.en-gb,13.0,4.0,4.0,2.0,4.0,2.0,8.0,6.0,5.0,48,0.2708333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.125,0.10416666666666667
america-s-best-value-inn-central-valley.en-gb,38.0,9.0,1.0,20.0,8.0,3.0,14.0,27.0,9.0,129,0.29457364341085274,0.06976744186046512,0.007751937984496124,0.15503875968992248,0.06201550387596899,0.023255813953488372,0.10852713178294573,0.20930232558139536,0.06976744186046512
america-s-best-value-inn-east-syracuse.en-gb,30.0,7.0,8.0,6.0,2.0,5.0,7.0,34.0,17.0,116,0.25862068965517243,0.0603448275862069,0.06896551724137931,0.05172413793103448,0.017241379310344827,0.04310344827586207,0.0603448275862069,0.29310344827586204,0.14655172413793102
america-s-best-value-inn-lake-george.en-gb,27.0,6.0,0.0,1.0,10.0,1.0,5.0,15.0,4.0,69,0.391304347826087,0.08695652173913043,0.0,0.014492753623188406,0.14492753623188406,0.014492753623188406,0.07246376811594203,0.21739130434782608,0.057971014492753624
american-beech.en-gb,11.0,4.0,2.0,0.0,6.0,1.0,0.0,5.0,5.0,34,0.3235294117647059,0.11764705882352941,0.058823529411764705,0.0,0.17647058823529413,0.029411764705882353,0.0,0.14705882352941177,0.14705882352941177
american-dream-new-york.en-gb,25.0,11.0,2.0,5.0,5.0,2.0,17.0,19.0,13.0,99,0.25252525252525254,0.1111111111111111,0.020202020202020204,0.050505050505050504,0.050505050505050504,0.020202020202020204,0.1717171717171717,0.1919191919191919,0.13131313131313133
americana-inn.en-gb,34.0,11.0,6.0,8.0,3.0,10.0,26.0,29.0,10.0,137,0.24817518248175183,0.08029197080291971,0.043795620437956206,0.058394160583941604,0.021897810218978103,0.072992700729927,0.1897810218978102,0.2116788321167883,0.072992700729927
americas-best-value-inn-lodge-on-the-green.en-gb,8.0,8.0,1.0,8.0,2.0,2.0,3.0,6.0,2.0,40,0.2,0.2,0.025,0.2,0.05,0.05,0.075,0.15,0.05
americas-best-value-inn-niagra-falls.en-gb,96.0,25.0,22.0,15.0,15.0,8.0,37.0,65.0,26.0,309,0.3106796116504854,0.08090614886731391,0.07119741100323625,0.04854368932038835,0.04854368932038835,0.025889967637540454,0.11974110032362459,0.21035598705501618,0.08414239482200647
americas-best-value-inn-plattsburgh.en-gb,50.0,10.0,11.0,4.0,5.0,4.0,20.0,30.0,17.0,151,0.33112582781456956,0.06622516556291391,0.0728476821192053,0.026490066225165563,0.033112582781456956,0.026490066225165563,0.13245033112582782,0.1986754966887417,0.11258278145695365
americas-best-value-inn-queensbury-glens-falls.en-gb,26.0,2.0,4.0,5.0,6.0,1.0,6.0,10.0,5.0,65,0.4,0.03076923076923077,0.06153846153846154,0.07692307692307693,0.09230769230769231,0.015384615384615385,0.09230769230769231,0.15384615384615385,0.07692307692307693
americas-best-value-port-jefferson-station-long-island.en-gb,7.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,18,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.0
ameritania-manhattan.en-gb,150.0,25.0,27.0,12.0,42.0,16.0,22.0,94.0,29.0,417,0.3597122302158273,0.05995203836930456,0.06474820143884892,0.02877697841726619,0.10071942446043165,0.03836930455635491,0.05275779376498801,0.22541966426858512,0.06954436450839328
amherst-1340-millersport-highway.en-gb,12.0,1.0,0.0,0.0,4.0,3.0,4.0,7.0,1.0,32,0.375,0.03125,0.0,0.0,0.125,0.09375,0.125,0.21875,0.03125
amherst-4400-maple-road.en-gb,29.0,6.0,3.0,3.0,6.0,3.0,12.0,13.0,8.0,83,0.3493975903614458,0.07228915662650602,0.03614457831325301,0.03614457831325301,0.07228915662650602,0.03614457831325301,0.14457831325301204,0.1566265060240964,0.0963855421686747
amsterdam-castle.en-gb,44.0,2.0,9.0,33.0,13.0,9.0,5.0,13.0,10.0,138,0.3188405797101449,0.014492753623188406,0.06521739130434782,0.2391304347826087,0.09420289855072464,0.06521739130434782,0.036231884057971016,0.09420289855072464,0.07246376811594203
anchor-inn-northern-inc.en-gb,60.0,9.0,11.0,12.0,14.0,5.0,15.0,26.0,14.0,166,0.3614457831325301,0.05421686746987952,0.06626506024096386,0.07228915662650602,0.08433734939759036,0.030120481927710843,0.09036144578313253,0.1566265060240964,0.08433734939759036
anchor-motel-niagara-falls.en-gb,33.0,2.0,1.0,1.0,8.0,4.0,12.0,24.0,11.0,96,0.34375,0.020833333333333332,0.010416666666666666,0.010416666666666666,0.08333333333333333,0.041666666666666664,0.125,0.25,0.11458333333333333
andaz-5th-avenue.en-gb,15.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,4.0,28,0.5357142857142857,0.0,0.03571428571428571,0.0,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.10714285714285714,0.14285714285714285
andaz-wall-street.en-gb,36.0,6.0,4.0,11.0,11.0,6.0,7.0,20.0,3.0,104,0.34615384615384615,0.057692307692307696,0.038461538461538464,0.10576923076923077,0.10576923076923077,0.057692307692307696,0.0673076923076923,0.19230769230769232,0.028846153846153848
angola-motel.en-gb,24.0,5.0,3.0,1.0,1.0,0.0,15.0,12.0,2.0,63,0.38095238095238093,0.07936507936507936,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.0,0.23809523809523808,0.19047619047619047,0.031746031746031744
antique-rose-inn-windham.en-gb,7.0,1.0,0.0,1.0,2.0,1.0,7.0,2.0,3.0,24,0.2916666666666667,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.2916666666666667,0.08333333333333333,0.125
apple-inn-and-suites.en-gb,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,14,0.5714285714285714,0.0,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.14285714285714285
aqualina-inn-montauk.en-gb,20.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,33,0.6060606060606061,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.09090909090909091,0.12121212121212122,0.030303030303030304
archer-new-york.en-gb,50.0,7.0,4.0,2.0,15.0,9.0,5.0,56.0,11.0,159,0.31446540880503143,0.0440251572327044,0.025157232704402517,0.012578616352201259,0.09433962264150944,0.05660377358490566,0.031446540880503145,0.3522012578616352,0.06918238993710692
ardsley-acres-court.en-gb,61.0,13.0,5.0,9.0,5.0,8.0,13.0,22.0,8.0,144,0.4236111111111111,0.09027777777777778,0.034722222222222224,0.0625,0.034722222222222224,0.05555555555555555,0.09027777777777778,0.1527777777777778,0.05555555555555555
argos-inn.en-gb,22.0,4.0,3.0,11.0,5.0,7.0,7.0,17.0,2.0,78,0.28205128205128205,0.05128205128205128,0.038461538461538464,0.14102564102564102,0.0641025641025641,0.08974358974358974,0.08974358974358974,0.21794871794871795,0.02564102564102564
arlo-nomad.en-gb,124.0,17.0,16.0,14.0,61.0,11.0,25.0,89.0,28.0,385,0.3220779220779221,0.04415584415584416,0.04155844155844156,0.03636363636363636,0.15844155844155844,0.02857142857142857,0.06493506493506493,0.23116883116883116,0.07272727272727272
arlo-soho.en-gb,206.0,27.0,28.0,13.0,33.0,24.0,47.0,154.0,22.0,554,0.37184115523465705,0.048736462093862815,0.05054151624548736,0.023465703971119134,0.05956678700361011,0.04332129963898917,0.08483754512635379,0.2779783393501805,0.039711191335740074
artel.en-gb,13.0,0.0,0.0,2.0,2.0,0.0,4.0,6.0,0.0,27,0.48148148148148145,0.0,0.0,0.07407407407407407,0.07407407407407407,0.0,0.14814814814814814,0.2222222222222222,0.0
artezen.en-gb,21.0,2.0,3.0,3.0,11.0,4.0,1.0,10.0,0.0,55,0.38181818181818183,0.03636363636363636,0.05454545454545454,0.05454545454545454,0.2,0.07272727272727272,0.01818181818181818,0.18181818181818182,0.0
asiatic.en-gb,55.0,11.0,9.0,19.0,10.0,15.0,10.0,24.0,13.0,166,0.3313253012048193,0.06626506024096386,0.05421686746987952,0.1144578313253012,0.060240963855421686,0.09036144578313253,0.060240963855421686,0.14457831325301204,0.0783132530120482
at-batavia-downs.en-gb,45.0,2.0,7.0,2.0,9.0,1.0,5.0,11.0,4.0,86,0.5232558139534884,0.023255813953488372,0.08139534883720931,0.023255813953488372,0.10465116279069768,0.011627906976744186,0.05813953488372093,0.12790697674418605,0.046511627906976744
at-the-lafayette.en-gb,17.0,4.0,3.0,2.0,7.0,1.0,7.0,15.0,4.0,60,0.2833333333333333,0.06666666666666667,0.05,0.03333333333333333,0.11666666666666667,0.016666666666666666,0.11666666666666667,0.25,0.06666666666666667
athenaeum.en-gb,15.0,1.0,1.0,3.0,13.0,0.0,2.0,13.0,2.0,50,0.3,0.02,0.02,0.06,0.26,0.0,0.04,0.26,0.04
atlantic-motor-inn.en-gb,12.0,3.0,5.0,0.0,2.0,3.0,7.0,9.0,0.0,41,0.2926829268292683,0.07317073170731707,0.12195121951219512,0.0,0.04878048780487805,0.07317073170731707,0.17073170731707318,0.21951219512195122,0.0
atlantic-terrace.en-gb,18.0,2.0,4.0,3.0,5.0,2.0,4.0,17.0,0.0,55,0.32727272727272727,0.03636363636363636,0.07272727272727272,0.05454545454545454,0.09090909090909091,0.03636363636363636,0.07272727272727272,0.3090909090909091,0.0
attican-motel.en-gb,13.0,6.0,2.0,0.0,1.0,3.0,4.0,7.0,4.0,40,0.325,0.15,0.05,0.0,0.025,0.075,0.1,0.175,0.1
auburn-12-seminary-avenue.en-gb,39.0,7.0,8.0,20.0,5.0,7.0,9.0,21.0,13.0,129,0.3023255813953488,0.05426356589147287,0.06201550387596899,0.15503875968992248,0.03875968992248062,0.05426356589147287,0.06976744186046512,0.16279069767441862,0.10077519379844961
b-amp-hostel.en-gb,88.0,40.0,11.0,1.0,11.0,8.0,44.0,66.0,15.0,284,0.30985915492957744,0.14084507042253522,0.03873239436619718,0.0035211267605633804,0.03873239436619718,0.028169014084507043,0.15492957746478872,0.2323943661971831,0.0528169014084507
baccarat-and-residences-new-york.en-gb,15.0,0.0,2.0,1.0,2.0,0.0,1.0,6.0,0.0,27,0.5555555555555556,0.0,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.0,0.037037037037037035,0.2222222222222222,0.0
barberry-court-motel.en-gb,38.0,4.0,6.0,2.0,1.0,2.0,27.0,16.0,13.0,109,0.3486238532110092,0.03669724770642202,0.05504587155963303,0.01834862385321101,0.009174311926605505,0.01834862385321101,0.24770642201834864,0.14678899082568808,0.11926605504587157
baron-39-s-cove.en-gb,6.0,6.0,2.0,2.0,4.0,0.0,3.0,6.0,0.0,29,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.0,0.10344827586206896,0.20689655172413793,0.0
barton-hill-amp-spa.en-gb,44.0,8.0,5.0,33.0,11.0,2.0,10.0,21.0,4.0,138,0.3188405797101449,0.057971014492753624,0.036231884057971016,0.2391304347826087,0.07971014492753623,0.014492753623188406,0.07246376811594203,0.15217391304347827,0.028985507246376812
batavia-8210-park-road.en-gb,23.0,8.0,4.0,4.0,9.0,2.0,14.0,14.0,6.0,84,0.27380952380952384,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.10714285714285714,0.023809523809523808,0.16666666666666666,0.16666666666666666,0.07142857142857142
baymont-inn-amp-suites-east-syracuse.en-gb,19.0,0.0,8.0,4.0,1.0,6.0,7.0,11.0,1.0,57,0.3333333333333333,0.0,0.14035087719298245,0.07017543859649122,0.017543859649122806,0.10526315789473684,0.12280701754385964,0.19298245614035087,0.017543859649122806
bayshore-inn-bay-shore.en-gb,8.0,1.0,1.0,1.0,0.0,1.0,2.0,10.0,5.0,29,0.27586206896551724,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.06896551724137931,0.3448275862068966,0.1724137931034483
bayview-inn-and-restaraunt.en-gb,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
bayview-resort.en-gb,11.0,3.0,0.0,3.0,3.0,3.0,1.0,4.0,2.0,30,0.36666666666666664,0.1,0.0,0.1,0.1,0.1,0.03333333333333333,0.13333333333333333,0.06666666666666667
be.en-gb,64.0,11.0,12.0,4.0,40.0,14.0,11.0,41.0,7.0,204,0.3137254901960784,0.05392156862745098,0.058823529411764705,0.0196078431372549,0.19607843137254902,0.06862745098039216,0.05392156862745098,0.20098039215686275,0.03431372549019608
