hotel_url,-1,0,1,2,3,4,5,6,7,sentences_count,-1_pc,0_pc,1_pc,2_pc,3_pc,4_pc,5_pc,6_pc,7_pc
danfords-amp-marina.en-gb,18.0,1.0,5.0,1.0,2.0,1.0,1.0,8.0,1.0,38,0.47368421052631576,0.02631578947368421,0.13157894736842105,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.21052631578947367,0.02631578947368421
daunts-albatross-motel.en-gb,22.0,3.0,6.0,1.0,3.0,2.0,14.0,17.0,5.0,73,0.3013698630136986,0.0410958904109589,0.0821917808219178,0.0136986301369863,0.0410958904109589,0.0273972602739726,0.1917808219178082,0.2328767123287671,0.0684931506849315
days-bronx-county.en-gb,28.0,18.0,1.0,3.0,10.0,3.0,12.0,23.0,5.0,103,0.27184466019417475,0.17475728155339806,0.009708737864077669,0.02912621359223301,0.0970873786407767,0.02912621359223301,0.11650485436893204,0.22330097087378642,0.04854368932038835
days-buffalo-airport.en-gb,51.0,10.0,15.0,12.0,17.0,5.0,10.0,31.0,11.0,162,0.3148148148148148,0.06172839506172839,0.09259259259259259,0.07407407407407407,0.10493827160493827,0.030864197530864196,0.06172839506172839,0.19135802469135801,0.06790123456790123
days-inn-albany-ny.en-gb,20.0,6.0,6.0,5.0,4.0,1.0,5.0,7.0,3.0,57,0.3508771929824561,0.10526315789473684,0.10526315789473684,0.08771929824561403,0.07017543859649122,0.017543859649122806,0.08771929824561403,0.12280701754385964,0.05263157894736842
days-inn-auburn-finger-lakes-region.en-gb,19.0,4.0,5.0,12.0,4.0,2.0,7.0,19.0,4.0,76,0.25,0.05263157894736842,0.06578947368421052,0.15789473684210525,0.05263157894736842,0.02631578947368421,0.09210526315789473,0.25,0.05263157894736842
days-inn-batavia.en-gb,37.0,14.0,5.0,5.0,4.0,3.0,16.0,31.0,6.0,121,0.30578512396694213,0.11570247933884298,0.04132231404958678,0.04132231404958678,0.03305785123966942,0.024793388429752067,0.1322314049586777,0.256198347107438,0.049586776859504134
days-inn-bath.en-gb,21.0,8.0,6.0,1.0,29.0,3.0,11.0,21.0,7.0,107,0.19626168224299065,0.07476635514018691,0.056074766355140186,0.009345794392523364,0.27102803738317754,0.028037383177570093,0.102803738317757,0.19626168224299065,0.06542056074766354
days-inn-brewerton-syracuse.en-gb,34.0,3.0,6.0,18.0,8.0,5.0,16.0,25.0,8.0,123,0.2764227642276423,0.024390243902439025,0.04878048780487805,0.14634146341463414,0.06504065040650407,0.04065040650406504,0.13008130081300814,0.2032520325203252,0.06504065040650407
days-inn-broadway.en-gb,488.0,122.0,120.0,20.0,152.0,39.0,150.0,338.0,80.0,1509,0.32339297548045065,0.08084824387011266,0.07952286282306163,0.013253810470510271,0.10072895957587806,0.02584493041749503,0.09940357852882704,0.2239893969516236,0.053015241882041084
days-inn-brooklyn-borough-park.en-gb,60.0,7.0,13.0,9.0,16.0,14.0,11.0,29.0,15.0,174,0.3448275862068966,0.040229885057471264,0.07471264367816093,0.05172413793103448,0.09195402298850575,0.08045977011494253,0.06321839080459771,0.16666666666666666,0.08620689655172414
days-inn-brooklyn.en-gb,51.0,9.0,12.0,10.0,15.0,9.0,9.0,41.0,8.0,164,0.31097560975609756,0.054878048780487805,0.07317073170731707,0.06097560975609756,0.09146341463414634,0.054878048780487805,0.054878048780487805,0.25,0.04878048780487805
days-inn-evans-mills-fort-drum.en-gb,30.0,3.0,6.0,18.0,3.0,7.0,4.0,13.0,6.0,90,0.3333333333333333,0.03333333333333333,0.06666666666666667,0.2,0.03333333333333333,0.07777777777777778,0.044444444444444446,0.14444444444444443,0.06666666666666667
days-inn-fishkill.en-gb,84.0,18.0,20.0,19.0,25.0,6.0,23.0,37.0,21.0,253,0.33201581027667987,0.07114624505928854,0.07905138339920949,0.07509881422924901,0.09881422924901186,0.023715415019762844,0.09090909090909091,0.14624505928853754,0.08300395256916997
days-inn-fredonia-dunkirk.en-gb,24.0,4.0,7.0,3.0,3.0,0.0,7.0,13.0,1.0,62,0.3870967741935484,0.06451612903225806,0.11290322580645161,0.04838709677419355,0.04838709677419355,0.0,0.11290322580645161,0.20967741935483872,0.016129032258064516
days-inn-hicksville.en-gb,81.0,19.0,14.0,24.0,17.0,11.0,15.0,46.0,4.0,231,0.35064935064935066,0.08225108225108226,0.06060606060606061,0.1038961038961039,0.0735930735930736,0.047619047619047616,0.06493506493506493,0.19913419913419914,0.017316017316017316
days-inn-hornell.en-gb,15.0,3.0,4.0,2.0,2.0,5.0,8.0,11.0,2.0,52,0.28846153846153844,0.057692307692307696,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.09615384615384616,0.15384615384615385,0.21153846153846154,0.038461538461538464
days-inn-jfk-airport.en-gb,64.0,9.0,4.0,9.0,27.0,35.0,5.0,32.0,7.0,192,0.3333333333333333,0.046875,0.020833333333333332,0.046875,0.140625,0.18229166666666666,0.026041666666666668,0.16666666666666666,0.036458333333333336
days-inn-liberty.en-gb,33.0,5.0,6.0,8.0,6.0,12.0,7.0,18.0,9.0,104,0.3173076923076923,0.04807692307692308,0.057692307692307696,0.07692307692307693,0.057692307692307696,0.11538461538461539,0.0673076923076923,0.17307692307692307,0.08653846153846154
days-inn-long-island-city.en-gb,32.0,2.0,9.0,4.0,11.0,7.0,3.0,15.0,9.0,92,0.34782608695652173,0.021739130434782608,0.09782608695652174,0.043478260869565216,0.11956521739130435,0.07608695652173914,0.03260869565217391,0.16304347826086957,0.09782608695652174
days-inn-nanuet-spring-valley.en-gb,29.0,5.0,4.0,6.0,4.0,5.0,3.0,15.0,8.0,79,0.3670886075949367,0.06329113924050633,0.05063291139240506,0.0759493670886076,0.05063291139240506,0.06329113924050633,0.0379746835443038,0.189873417721519,0.10126582278481013
days-inn-newburgh.en-gb,41.0,14.0,8.0,17.0,11.0,2.0,12.0,13.0,11.0,129,0.3178294573643411,0.10852713178294573,0.06201550387596899,0.13178294573643412,0.08527131782945736,0.015503875968992248,0.09302325581395349,0.10077519379844961,0.08527131782945736
days-inn-oswego.en-gb,11.0,2.0,3.0,4.0,3.0,2.0,11.0,9.0,3.0,48,0.22916666666666666,0.041666666666666664,0.0625,0.08333333333333333,0.0625,0.041666666666666664,0.22916666666666666,0.1875,0.0625
days-inn-poughkeepsie.en-gb,31.0,14.0,15.0,7.0,8.0,6.0,12.0,32.0,8.0,133,0.23308270676691728,0.10526315789473684,0.11278195488721804,0.05263157894736842,0.06015037593984962,0.045112781954887216,0.09022556390977443,0.24060150375939848,0.06015037593984962
days-inn-rochester.en-gb,40.0,16.0,5.0,10.0,10.0,4.0,29.0,23.0,7.0,144,0.2777777777777778,0.1111111111111111,0.034722222222222224,0.06944444444444445,0.06944444444444445,0.027777777777777776,0.2013888888888889,0.1597222222222222,0.04861111111111111
days-inn-schenectady.en-gb,28.0,8.0,8.0,7.0,4.0,6.0,11.0,14.0,1.0,87,0.3218390804597701,0.09195402298850575,0.09195402298850575,0.08045977011494253,0.04597701149425287,0.06896551724137931,0.12643678160919541,0.16091954022988506,0.011494252873563218
days-inn-suites-by-wyndham-glenmont-albany.en-gb,13.0,1.0,5.0,0.0,1.0,2.0,4.0,8.0,2.0,36,0.3611111111111111,0.027777777777777776,0.1388888888888889,0.0,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.05555555555555555
days-inn-suites-niagara-falls-buffalo.en-gb,47.0,12.0,10.0,18.0,9.0,6.0,11.0,25.0,5.0,143,0.32867132867132864,0.08391608391608392,0.06993006993006994,0.1258741258741259,0.06293706293706294,0.04195804195804196,0.07692307692307693,0.17482517482517482,0.03496503496503497
days-inn-suny-albany.en-gb,47.0,23.0,9.0,7.0,8.0,3.0,24.0,31.0,9.0,161,0.2919254658385093,0.14285714285714285,0.055900621118012424,0.043478260869565216,0.049689440993788817,0.018633540372670808,0.14906832298136646,0.19254658385093168,0.055900621118012424
days-inn-tonawanda.en-gb,45.0,9.0,9.0,3.0,3.0,6.0,22.0,33.0,15.0,145,0.3103448275862069,0.06206896551724138,0.06206896551724138,0.020689655172413793,0.020689655172413793,0.041379310344827586,0.15172413793103448,0.22758620689655173,0.10344827586206896
days-inn-utica.en-gb,30.0,8.0,2.0,6.0,2.0,4.0,8.0,13.0,4.0,77,0.38961038961038963,0.1038961038961039,0.025974025974025976,0.07792207792207792,0.025974025974025976,0.05194805194805195,0.1038961038961039,0.16883116883116883,0.05194805194805195
days-inn-weedsport.en-gb,19.0,3.0,3.0,1.0,2.0,5.0,13.0,8.0,1.0,55,0.34545454545454546,0.05454545454545454,0.05454545454545454,0.01818181818181818,0.03636363636363636,0.09090909090909091,0.23636363636363636,0.14545454545454545,0.01818181818181818
days-inn-wurtsboro.en-gb,10.0,2.0,3.0,5.0,0.0,1.0,2.0,3.0,3.0,29,0.3448275862068966,0.06896551724137931,0.10344827586206896,0.1724137931034483,0.0,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.10344827586206896
daysinn-copiague.en-gb,18.0,3.0,1.0,4.0,2.0,2.0,3.0,14.0,6.0,53,0.33962264150943394,0.05660377358490566,0.018867924528301886,0.07547169811320754,0.03773584905660377,0.03773584905660377,0.05660377358490566,0.2641509433962264,0.11320754716981132
dazzler-brooklyn.en-gb,18.0,3.0,6.0,1.0,3.0,10.0,7.0,15.0,3.0,66,0.2727272727272727,0.045454545454545456,0.09090909090909091,0.015151515151515152,0.045454545454545456,0.15151515151515152,0.10606060606060606,0.22727272727272727,0.045454545454545456
dci-aquebogue-new-york.en-gb,21.0,2.0,2.0,3.0,7.0,1.0,7.0,6.0,2.0,51,0.4117647058823529,0.0392156862745098,0.0392156862745098,0.058823529411764705,0.13725490196078433,0.0196078431372549,0.13725490196078433,0.11764705882352941,0.0392156862745098
de-point.en-gb,172.0,28.0,35.0,67.0,64.0,62.0,43.0,86.0,30.0,587,0.293015332197615,0.04770017035775128,0.059625212947189095,0.1141396933560477,0.10902896081771721,0.10562180579216354,0.07325383304940375,0.1465076660988075,0.05110732538330494
del-lago-resort-casino.en-gb,82.0,2.0,4.0,2.0,22.0,6.0,10.0,14.0,6.0,148,0.5540540540540541,0.013513513513513514,0.02702702702702703,0.013513513513513514,0.14864864864864866,0.04054054054054054,0.06756756756756757,0.0945945945945946,0.04054054054054054
di-at-the-falls.en-gb,186.0,23.0,35.0,57.0,67.0,30.0,60.0,78.0,33.0,569,0.3268892794376098,0.040421792618629174,0.061511423550087874,0.10017574692442882,0.11775043936731107,0.05272407732864675,0.1054481546572935,0.13708260105448156,0.05799648506151142
di-canastota-canastota-new-york.en-gb,8.0,1.0,0.0,6.0,6.0,0.0,3.0,6.0,7.0,37,0.21621621621621623,0.02702702702702703,0.0,0.16216216216216217,0.16216216216216217,0.0,0.08108108108108109,0.16216216216216217,0.1891891891891892
distrikt-new-york11.en-gb,91.0,14.0,22.0,12.0,34.0,16.0,15.0,43.0,5.0,252,0.3611111111111111,0.05555555555555555,0.0873015873015873,0.047619047619047616,0.1349206349206349,0.06349206349206349,0.05952380952380952,0.17063492063492064,0.01984126984126984
dollinger-39-s-courtyard-motel.en-gb,12.0,3.0,0.0,0.0,1.0,2.0,8.0,7.0,4.0,37,0.32432432432432434,0.08108108108108109,0.0,0.0,0.02702702702702703,0.05405405405405406,0.21621621621621623,0.1891891891891892,0.10810810810810811
dollinger-inn-amp-suites.en-gb,25.0,8.0,3.0,7.0,6.0,2.0,2.0,14.0,8.0,75,0.3333333333333333,0.10666666666666667,0.04,0.09333333333333334,0.08,0.02666666666666667,0.02666666666666667,0.18666666666666668,0.10666666666666667
dollingers-motor-inn.en-gb,18.0,4.0,3.0,0.0,3.0,2.0,1.0,12.0,5.0,48,0.375,0.08333333333333333,0.0625,0.0,0.0625,0.041666666666666664,0.020833333333333332,0.25,0.10416666666666667
doray-motel.en-gb,8.0,2.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,30,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.3,0.3,0.0
doubletree-by-hilton-buffalo-amherst.en-gb,14.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,4.0,30,0.4666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.1,0.13333333333333333,0.13333333333333333
doubletree-by-hilton-new-york-times-square-west.en-gb,272.0,47.0,72.0,16.0,131.0,43.0,61.0,170.0,33.0,845,0.32189349112426036,0.05562130177514793,0.08520710059171598,0.01893491124260355,0.15502958579881657,0.05088757396449704,0.07218934911242604,0.20118343195266272,0.03905325443786982
doubletree-by-hilton-niagara-falls-new-york.en-gb,127.0,5.0,14.0,19.0,47.0,11.0,20.0,31.0,23.0,297,0.4276094276094276,0.016835016835016835,0.04713804713804714,0.06397306397306397,0.15824915824915825,0.037037037037037035,0.06734006734006734,0.10437710437710437,0.07744107744107744
doubletree-metropolitan.en-gb,184.0,31.0,68.0,16.0,44.0,15.0,71.0,124.0,24.0,577,0.3188908145580589,0.053726169844020795,0.11785095320623917,0.02772963604852686,0.07625649913344887,0.025996533795493933,0.12305025996533796,0.21490467937608318,0.0415944540727903
doubletree-new-york-city-chelsea.en-gb,94.0,11.0,20.0,4.0,45.0,13.0,17.0,51.0,10.0,265,0.35471698113207545,0.04150943396226415,0.07547169811320754,0.01509433962264151,0.16981132075471697,0.04905660377358491,0.06415094339622641,0.19245283018867926,0.03773584905660377
doubletree-new-york-city-financial-district.en-gb,152.0,33.0,24.0,8.0,172.0,20.0,46.0,99.0,29.0,583,0.2607204116638079,0.05660377358490566,0.0411663807890223,0.0137221269296741,0.2950257289879931,0.03430531732418525,0.07890222984562607,0.16981132075471697,0.04974271012006861
doubletree-rochester.en-gb,18.0,7.0,1.0,3.0,4.0,1.0,2.0,7.0,1.0,44,0.4090909090909091,0.1590909090909091,0.022727272727272728,0.06818181818181818,0.09090909090909091,0.022727272727272728,0.045454545454545456,0.1590909090909091,0.022727272727272728
doubletree-syracuse.en-gb,7.0,0.0,1.0,6.0,6.0,0.0,3.0,8.0,4.0,35,0.2,0.0,0.02857142857142857,0.17142857142857143,0.17142857142857143,0.0,0.08571428571428572,0.22857142857142856,0.11428571428571428
doubletree-tarrytown.en-gb,46.0,4.0,7.0,6.0,9.0,9.0,11.0,27.0,9.0,128,0.359375,0.03125,0.0546875,0.046875,0.0703125,0.0703125,0.0859375,0.2109375,0.0703125
dream-downtown.en-gb,175.0,32.0,42.0,3.0,95.0,13.0,17.0,66.0,29.0,472,0.3707627118644068,0.06779661016949153,0.08898305084745763,0.006355932203389831,0.20127118644067796,0.02754237288135593,0.036016949152542374,0.13983050847457626,0.0614406779661017
dream-new-york.en-gb,125.0,29.0,27.0,9.0,56.0,19.0,16.0,94.0,10.0,385,0.3246753246753247,0.07532467532467532,0.07012987012987013,0.023376623376623377,0.14545454545454545,0.04935064935064935,0.04155844155844156,0.24415584415584415,0.025974025974025976
driftwood-on-the-ocean.en-gb,17.0,2.0,1.0,0.0,3.0,1.0,5.0,15.0,7.0,51,0.3333333333333333,0.0392156862745098,0.0196078431372549,0.0,0.058823529411764705,0.0196078431372549,0.09803921568627451,0.29411764705882354,0.13725490196078433
driftwood-suites.en-gb,16.0,2.0,1.0,6.0,3.0,1.0,12.0,8.0,13.0,62,0.25806451612903225,0.03225806451612903,0.016129032258064516,0.0967741935483871,0.04838709677419355,0.016129032258064516,0.1935483870967742,0.12903225806451613,0.20967741935483872
duane-street.en-gb,22.0,3.0,2.0,1.0,6.0,1.0,8.0,16.0,1.0,60,0.36666666666666664,0.05,0.03333333333333333,0.016666666666666666,0.1,0.016666666666666666,0.13333333333333333,0.26666666666666666,0.016666666666666666
dunham-s-bay-lodge.en-gb,57.0,6.0,8.0,2.0,11.0,9.0,13.0,14.0,5.0,125,0.456,0.048,0.064,0.016,0.088,0.072,0.104,0.112,0.04
dylan-new-york.en-gb,77.0,6.0,15.0,8.0,24.0,9.0,38.0,69.0,3.0,249,0.3092369477911647,0.024096385542168676,0.060240963855421686,0.0321285140562249,0.0963855421686747,0.03614457831325301,0.15261044176706828,0.27710843373493976,0.012048192771084338
e-suites-new-york-new-york-new-york.en-gb,100.0,4.0,19.0,8.0,24.0,3.0,8.0,22.0,11.0,199,0.5025125628140703,0.020100502512562814,0.09547738693467336,0.04020100502512563,0.12060301507537688,0.01507537688442211,0.04020100502512563,0.11055276381909548,0.05527638190954774
east-hampton-55-house-resort.en-gb,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
east-hampton-55-newtown-lane.en-gb,13.0,3.0,1.0,0.0,4.0,0.0,4.0,9.0,6.0,40,0.325,0.075,0.025,0.0,0.1,0.0,0.1,0.225,0.15
east-hampton-point-and-marina.en-gb,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
east-houston.en-gb,59.0,13.0,7.0,5.0,14.0,9.0,9.0,42.0,15.0,173,0.34104046242774566,0.07514450867052024,0.04046242774566474,0.028901734104046242,0.08092485549132948,0.05202312138728324,0.05202312138728324,0.24277456647398843,0.08670520231213873
east-norwich-inn.en-gb,80.0,10.0,24.0,14.0,16.0,6.0,27.0,53.0,6.0,236,0.3389830508474576,0.0423728813559322,0.1016949152542373,0.059322033898305086,0.06779661016949153,0.025423728813559324,0.11440677966101695,0.2245762711864407,0.025423728813559324
east-syracuse-6577-baptist-way.en-gb,59.0,15.0,11.0,7.0,5.0,3.0,19.0,46.0,21.0,186,0.3172043010752688,0.08064516129032258,0.05913978494623656,0.03763440860215054,0.026881720430107527,0.016129032258064516,0.10215053763440861,0.24731182795698925,0.11290322580645161
east-village.en-gb,61.0,20.0,8.0,5.0,18.0,6.0,38.0,37.0,13.0,206,0.2961165048543689,0.0970873786407767,0.038834951456310676,0.024271844660194174,0.08737864077669903,0.02912621359223301,0.18446601941747573,0.1796116504854369,0.06310679611650485
eastwind.en-gb,11.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,26,0.4230769230769231,0.07692307692307693,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.038461538461538464
ecldge-bronx.en-gb,38.0,6.0,7.0,2.0,10.0,2.0,10.0,17.0,6.0,98,0.3877551020408163,0.061224489795918366,0.07142857142857142,0.02040816326530612,0.10204081632653061,0.02040816326530612,0.10204081632653061,0.17346938775510204,0.061224489795918366
econo-lodge-at-the-falls-north.en-gb,28.0,10.0,4.0,7.0,4.0,5.0,14.0,30.0,8.0,110,0.2545454545454545,0.09090909090909091,0.03636363636363636,0.06363636363636363,0.03636363636363636,0.045454545454545456,0.12727272727272726,0.2727272727272727,0.07272727272727272
econo-lodge-brockport.en-gb,12.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,27,0.4444444444444444,0.037037037037037035,0.07407407407407407,0.0,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.1111111111111111
econo-lodge-cortland.en-gb,18.0,4.0,2.0,7.0,3.0,5.0,9.0,8.0,3.0,59,0.3050847457627119,0.06779661016949153,0.03389830508474576,0.11864406779661017,0.05084745762711865,0.0847457627118644,0.15254237288135594,0.13559322033898305,0.05084745762711865
econo-lodge-glens-falls.en-gb,11.0,2.0,4.0,0.0,1.0,1.0,11.0,9.0,5.0,44,0.25,0.045454545454545456,0.09090909090909091,0.0,0.022727272727272728,0.022727272727272728,0.25,0.20454545454545456,0.11363636363636363
econo-lodge-hicksville.en-gb,15.0,6.0,3.0,4.0,6.0,4.0,13.0,5.0,2.0,58,0.25862068965517243,0.10344827586206896,0.05172413793103448,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.22413793103448276,0.08620689655172414,0.034482758620689655
econo-lodge-latham.en-gb,4.0,2.0,0.0,3.0,1.0,0.0,5.0,3.0,3.0,21,0.19047619047619047,0.09523809523809523,0.0,0.14285714285714285,0.047619047619047616,0.0,0.23809523809523808,0.14285714285714285,0.14285714285714285
econo-lodge-monticello.en-gb,64.0,11.0,9.0,1.0,12.0,9.0,28.0,26.0,7.0,167,0.38323353293413176,0.0658682634730539,0.05389221556886228,0.005988023952095809,0.0718562874251497,0.05389221556886228,0.16766467065868262,0.15568862275449102,0.041916167664670656
econo-lodge-near-west-point.en-gb,17.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,30,0.5666666666666667,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.1,0.03333333333333333,0.06666666666666667
econo-lodge-new-paltz.en-gb,23.0,8.0,3.0,2.0,5.0,1.0,2.0,9.0,3.0,56,0.4107142857142857,0.14285714285714285,0.05357142857142857,0.03571428571428571,0.08928571428571429,0.017857142857142856,0.03571428571428571,0.16071428571428573,0.05357142857142857
econo-lodge-smithtown.en-gb,19.0,2.0,3.0,4.0,4.0,1.0,4.0,9.0,4.0,50,0.38,0.04,0.06,0.08,0.08,0.02,0.08,0.18,0.08
econo-lodge-stewart-international-airport.en-gb,17.0,4.0,2.0,1.0,2.0,1.0,9.0,10.0,4.0,50,0.34,0.08,0.04,0.02,0.04,0.02,0.18,0.2,0.08
econo-lodge-suites-airport-north-syracuse.en-gb,15.0,2.0,1.0,3.0,3.0,1.0,5.0,12.0,12.0,54,0.2777777777777778,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.09259259259259259,0.2222222222222222,0.2222222222222222
econo-lodge-utica.en-gb,12.0,4.0,3.0,4.0,1.0,6.0,4.0,10.0,1.0,45,0.26666666666666666,0.08888888888888889,0.06666666666666667,0.08888888888888889,0.022222222222222223,0.13333333333333333,0.08888888888888889,0.2222222222222222,0.022222222222222223
econolodge-ithaca.en-gb,10.0,8.0,3.0,4.0,3.0,2.0,5.0,11.0,2.0,48,0.20833333333333334,0.16666666666666666,0.0625,0.08333333333333333,0.0625,0.041666666666666664,0.10416666666666667,0.22916666666666666,0.041666666666666664
econolodge-times-square.en-gb,49.0,8.0,14.0,12.0,11.0,11.0,13.0,39.0,7.0,164,0.29878048780487804,0.04878048780487805,0.08536585365853659,0.07317073170731707,0.06707317073170732,0.06707317073170732,0.07926829268292683,0.23780487804878048,0.042682926829268296
economy-inn-alfred-station.en-gb,12.0,8.0,0.0,0.0,2.0,1.0,10.0,12.0,3.0,48,0.25,0.16666666666666666,0.0,0.0,0.041666666666666664,0.020833333333333332,0.20833333333333334,0.25,0.0625
edelweiss-ski-lodge.en-gb,67.0,10.0,17.0,8.0,6.0,9.0,24.0,34.0,10.0,185,0.3621621621621622,0.05405405405405406,0.0918918918918919,0.043243243243243246,0.032432432432432434,0.04864864864864865,0.12972972972972974,0.1837837837837838,0.05405405405405406
edge-washington-heights-new-york.en-gb,21.0,3.0,2.0,16.0,3.0,3.0,8.0,18.0,6.0,80,0.2625,0.0375,0.025,0.2,0.0375,0.0375,0.1,0.225,0.075
edison-triumph-group.en-gb,896.0,171.0,230.0,35.0,241.0,70.0,343.0,630.0,114.0,2730,0.3282051282051282,0.06263736263736264,0.08424908424908426,0.01282051282051282,0.08827838827838828,0.02564102564102564,0.12564102564102564,0.23076923076923078,0.041758241758241756
edition-the-times-square.en-gb,61.0,4.0,9.0,3.0,14.0,10.0,9.0,31.0,5.0,146,0.4178082191780822,0.0273972602739726,0.06164383561643835,0.02054794520547945,0.0958904109589041,0.0684931506849315,0.06164383561643835,0.21232876712328766,0.03424657534246575
element-times-square.en-gb,394.0,37.0,53.0,93.0,309.0,66.0,53.0,143.0,35.0,1183,0.3330515638207946,0.03127641589180051,0.044801352493660185,0.07861369399830938,0.26120033812341503,0.055790363482671176,0.044801352493660185,0.12087912087912088,0.029585798816568046
elm-tree-motel.en-gb,6.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,12,0.5,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333
elmhurst.en-gb,22.0,2.0,5.0,10.0,4.0,6.0,6.0,27.0,7.0,89,0.24719101123595505,0.02247191011235955,0.056179775280898875,0.11235955056179775,0.0449438202247191,0.06741573033707865,0.06741573033707865,0.30337078651685395,0.07865168539325842
elmira-horseheads-2666-corning-road.en-gb,10.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,33,0.30303030303030304,0.06060606060606061,0.12121212121212122,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.12121212121212122,0.12121212121212122
elmira-riverview-760-east-water-street.en-gb,12.0,2.0,0.0,3.0,6.0,2.0,2.0,7.0,3.0,37,0.32432432432432434,0.05405405405405406,0.0,0.08108108108108109,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.1891891891891892,0.08108108108108109
elmsford-motel.en-gb,18.0,7.0,2.0,1.0,2.0,2.0,7.0,6.0,2.0,47,0.3829787234042553,0.14893617021276595,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.14893617021276595,0.1276595744680851,0.0425531914893617
elodge-islip-macarthur-airport.en-gb,15.0,6.0,2.0,5.0,2.0,4.0,3.0,20.0,7.0,64,0.234375,0.09375,0.03125,0.078125,0.03125,0.0625,0.046875,0.3125,0.109375
elysee.en-gb,13.0,1.0,0.0,2.0,7.0,2.0,6.0,9.0,5.0,45,0.28888888888888886,0.022222222222222223,0.0,0.044444444444444446,0.15555555555555556,0.044444444444444446,0.13333333333333333,0.2,0.1111111111111111
embassy-inn-motel.en-gb,18.0,3.0,0.0,6.0,1.0,4.0,11.0,16.0,7.0,66,0.2727272727272727,0.045454545454545456,0.0,0.09090909090909091,0.015151515151515152,0.06060606060606061,0.16666666666666666,0.24242424242424243,0.10606060606060606
embassy-suites-buffalo.en-gb,43.0,1.0,10.0,5.0,15.0,3.0,14.0,21.0,13.0,125,0.344,0.008,0.08,0.04,0.12,0.024,0.112,0.168,0.104
embassy-suites-by-hilton-new-york-midtown-manhattan.en-gb,80.0,3.0,22.0,18.0,40.0,13.0,3.0,37.0,9.0,225,0.35555555555555557,0.013333333333333334,0.09777777777777778,0.08,0.17777777777777778,0.057777777777777775,0.013333333333333334,0.16444444444444445,0.04
embassy-suites-by-hilton-syracuse-destiny-usa.en-gb,59.0,2.0,9.0,6.0,11.0,2.0,14.0,14.0,7.0,124,0.47580645161290325,0.016129032258064516,0.07258064516129033,0.04838709677419355,0.08870967741935484,0.016129032258064516,0.11290322580645161,0.11290322580645161,0.056451612903225805
embassy-suites-saratoga-springs.en-gb,23.0,1.0,0.0,2.0,8.0,3.0,2.0,5.0,6.0,50,0.46,0.02,0.0,0.04,0.16,0.06,0.04,0.1,0.12
embassy-suites-syracuse.en-gb,83.0,7.0,16.0,3.0,42.0,6.0,8.0,23.0,6.0,194,0.42783505154639173,0.03608247422680412,0.08247422680412371,0.015463917525773196,0.21649484536082475,0.030927835051546393,0.041237113402061855,0.11855670103092783,0.030927835051546393
english-brook-cottages.en-gb,17.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,10.0,47,0.3617021276595745,0.0851063829787234,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.0425531914893617,0.0851063829787234,0.0851063829787234,0.2127659574468085
equinox-hudson-yards.en-gb,10.0,1.0,1.0,0.0,8.0,3.0,2.0,0.0,0.0,25,0.4,0.04,0.04,0.0,0.32,0.12,0.08,0.0,0.0
even-hotels-brooklyn.en-gb,92.0,24.0,10.0,17.0,31.0,16.0,20.0,55.0,31.0,296,0.3108108108108108,0.08108108108108109,0.033783783783783786,0.057432432432432436,0.10472972972972973,0.05405405405405406,0.06756756756756757,0.1858108108108108,0.10472972972972973
